"DairitenTK_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DairitenTK_Name_KJKC","DairitenTK_Name_KJ","DairitenTK_Name_KJR","DairitenTK_Name_KJK","DairitenTK_Name_KN","DairitenTK_Name_KNR","Yubinbango","Jusho_CD","Jusho_KJ","TEL_NO","FAX_NO","DairitenTK_KBN","DairitenTK_Seisaku_KBN","Nijiten_KBN","Keikakutani_FLG","PrintI_CTL","PrintYK_CTL","TorihikiKaishi_DT","TorihikiChushi_DT","Toroku_DT","agency_cd"
"41005","11/01/2024 00:00:00","09/11/2025 00:00:00","0","itg42390","10/28/2024 16:23:02","PVU_EX_1400","itg45886","11/07/2024 15:38:03","PVU_EX_1400","（株）アステム","フォレストグループ","フォレストＧ","アステム","KK ｱｽﾃﾑ","KK ｱｽﾃﾑ","841-0005","41203","佐賀県鳥栖市弥生が丘７丁目２９","0942-87-7311","0942-87-7313","1","1","","","","","","","20241101","44001"
"23048","11/01/2024 00:00:00","12/31/9999 00:00:00","0","itg39895","10/28/2024 16:25:35","PVU_EX_1400","itg39895","10/28/2024 16:39:29","PVU_EX_1400","（株）スズケン","（株）スズケン","（株）スズケン","スズケン","KK ｽｽﾞｹﾝ","ｽｽﾞｹﾝ","461-0015","23102","愛知県名古屋市東区東片端町１　ビジネスサポート仕入課","052-950-6304","","1","3","","","","","","","20241101","23049"
"23002","04/15/2024 00:00:00","12/31/9999 00:00:00","0","itg41755","04/15/2024 13:28:28","PVU_EX_1400","itg41755","04/15/2024 13:28:28","PVU_EX_1400","中北薬品（株）","中北薬品（株）","中北薬品","中北薬品","ﾅｶｷﾀ ﾔｸﾋﾝ","ﾅｶｷﾀ ﾔｸﾋﾝ","460-0002","23106","愛知県名古屋市中区丸の内３丁目５－１５　油伊ビル","0000-00-0000","","1","3","","5","104","022","19000101","","19000101","23002"
"10009","10/16/2024 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:41:24","PVU_EX_1400","itg04213","10/16/2024 11:41:24","PVU_EX_1400","（株）スズケン群馬営業部","（株）スズケン群馬営業部","スズケン群馬営業部","Ｓ・群馬","KK ｽｽﾞｹﾝｸﾞﾝﾏｴｲｷﾞﾖｳﾌﾞ","KK ｽｽﾞｹﾝ ｸ","371-0846","10201","群馬県前橋市元総社町　３６８６－５","0000-00-0000","","1","3","","1","302","","19000101","","19000101","23049"
"27041","11/01/2024 00:00:00","09/11/2025 00:00:00","0","itg42390","10/28/2024 15:50:17","PVU_EX_1400","itg42390","10/28/2024 15:50:17","PVU_EX_1400","（株）ケーエスケー","ケーエスケー","ケーエスケー","ＫＳＫ大阪","ｹ-ｴｽｹ-","ｹ-ｴｽｹ-ｵｵｻｶ","540-0029","27128","大阪府大阪市中央区本町橋１－２０","06-6946-1352","06-6941-5400","1","3","","","","","","","20241101","27042"
"40044","11/01/2024 00:00:00","12/31/9999 00:00:00","0","itg42390","10/28/2024 16:01:39","PVU_EX_1400","itg42390","10/28/2024 16:01:39","PVU_EX_1400","（株）翔薬","（株）翔薬","翔薬","翔薬","KK ｼﾖｳﾔｸ","ｼﾖｳﾔｸ","812-0015","40132","福岡県福岡市博多区山王２丁目３－５","092-471-2200","","1","3","","","","","","","20241101","40004"
"01051","04/03/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","04/03/2025 08:51:21","PVU_EX_1400","itg45886","04/03/2025 08:51:21","PVU_EX_1400","（株）メディセオ北海道東北統括営業部","メディセオ北海東北統括営業","メディセオ北海東北","ＭＣ北海東","ﾒﾃﾞｲｾｵ ﾎﾂｶｲﾄｳﾎｸ ﾄｳｶﾂ","MCﾎﾂｶｲﾄｳﾎｸ","060-0034","01101","北海道札幌市中央区北４条東８丁目３７４－１","011-210-8761","011-210-8770","1","1","","1","","","20091001","","20090917","28026"
"13147","11/01/2024 00:00:00","09/11/2025 00:00:00","0","itg39895","10/28/2024 16:06:12","PVU_EX_1400","itg39895","10/28/2024 16:06:12","PVU_EX_1400","アルフレッサ（株）","アルフレッサグループ","アルフレッサＧ","アルフレッ","ｱﾙﾌﾚﾂｻ KK","ｱﾙﾌﾚﾂｻ KK","101-0053","13101","東京都千代田区神田美土代町７　住友不動産神田ビル１４階","0000-00-0000","","1","1","","","","","","","20241101","13149"
"13148","11/01/2024 00:00:00","12/31/9999 00:00:00","0","itg39895","10/28/2024 16:10:31","PVU_EX_1400","itg39895","10/28/2024 16:10:31","PVU_EX_1400","アルフレッサ（株）","アルフレッサ（株）","アルフレッサ","アルフレッ","ｱﾙﾌﾚﾂｻ KK","ｱﾙﾌﾚﾂｻ KK","101-0053","13101","東京都千代田区神田美土代町７　住友不動産神田ビル１４階","0000-00-0000","","1","1","","","","","","","20241101","13149"
"08021","04/03/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","04/03/2025 08:53:54","PVU_EX_1400","itg45886","04/03/2025 08:53:54","PVU_EX_1400","（株）メディセオ北関東統括営業部","メディセオ北関東統括営業部","メディセオ北関東統括","ＭＣ北関東","ﾒﾃﾞｲｾｵ ｷﾀｶﾝﾄｳ ﾄｳｶﾂ","MCｷﾀｶﾝﾄｳ","310-0836","08201","茨城県水戸市元吉田町","0000-00-0000","","1","3","","1","105","005","20091001","","20090917","28026"
"02017","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04213","04/16/2025 11:44:46","PVU_EX_1400","itg04213","04/16/2025 11:44:46","PVU_EX_1400","（株）スズケン青森営業部","（株）スズケン青森営業部","スズケン青森営業部","Ｓ・青森","KKｽｽﾞｹﾝ ｱｵﾓﾘｴｲｷﾞﾖｳﾌﾞ","SZｱｵﾓﾘ","030-0911","02201","青森県青森市造道３丁目１５－１","0000-00-0000","","1","3","","5","251","500","19990601","","19990518","23049"
"02026","04/16/2025 00:00:00","03/31/2026 00:00:00","0","itg04283","04/16/2025 13:59:39","PVU_EX_1400","itg04283","04/16/2025 13:59:39","PVU_EX_1400","東北アルフレッサ（株）青森","東北アルフレッサ（株）青森","東北アルフレッサ青森","東北Ａ青森","ﾄｳﾎｸｱﾙﾌﾚﾂｻ ｱｵﾓﾘ","ﾄｳﾎｸAFｱｵﾓﾘ","030-0131","02201","青森県青森市問屋町２丁目１１－１４","0000-00-0000","","1","3","","5","301","600","20081001","","20080918","13149"
"07022","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:10:13","PVU_EX_1400","itg04283","04/16/2025 14:10:13","PVU_EX_1400","（株）バイタルネット福島","（株）バイタルネット福島","バイタルネット福島","ＶＮ福島","(ｶﾌﾞ)ﾊﾞｲﾀﾙﾈﾂﾄ ﾌｸｼﾏ","VNﾌｸｼﾏ","960-0000","07201","福島県福島市","0000-00-0000","","1","3","","5","116","001","20010101","","19990610","04041"
"07025","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:11:01","PVU_EX_1400","itg04283","04/16/2025 14:11:01","PVU_EX_1400","（株）スズケン福島営業部","（株）スズケン福島営業部","スズケン福島営業部","Ｓ・福島","KKｽｽﾞｹﾝﾌｸｼﾏｴｲｷﾞﾖｳﾌﾞ","SZﾌｸｼﾏ","960-8228","07201","福島県福島市松山町２８","024-525-1233","024-535-8467","1","3","","5","255","015","20001001","","20000927","23049"
"07028","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:11:30","PVU_EX_1400","itg04283","04/16/2025 14:11:30","PVU_EX_1400","東邦薬品（株）福島営業部","東邦薬品（株）福島営業部","東邦薬品福島営業部","東邦福島","ﾄｳﾎｳ ﾌｸｼﾏ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ﾌｸｼﾏ","960-8066","07201","福島県福島市矢剣町１９－５","0000-00-0000","","1","3","","1","156","002","20101001","","20100907","13013"
"14005","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:13:00","PVU_EX_1400","itg04283","04/16/2025 14:13:00","PVU_EX_1400","（株）スズケン横浜営業部","（株）スズケン横浜営業部","スズケン横浜営業部","Ｓ・横浜","KK ｽｽﾞｹﾝﾖｺﾊﾏｴｲｷﾞﾖｳﾌﾞ","ｽｽﾞｹﾝ ﾖｺﾊﾏ","221-0862","14102","神奈川県横浜市神奈川区三枚町　字西の脇５４－２","0000-00-0000","","1","1","","1","216","","19000101","","19000101","23049"
"14025","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:13:38","PVU_EX_1400","itg04283","04/16/2025 14:13:38","PVU_EX_1400","東邦薬品（株）神奈川営業部","東邦薬品（株）神奈川営業部","東邦薬品神奈川営業部","東邦神奈川","ﾄｳﾎｳ ﾔｸﾋﾝ KK ｶﾅｶﾞﾜ","ﾄｳﾎｳ ｶﾅｶﾞﾜ","226-0004","14113","神奈川県横浜市緑区鴨居町２４９０","0000-00-0000","","1","1","","1","220","","19000101","","19000101","13013"
"13159","11/01/2024 00:00:00","12/31/9999 00:00:00","0","itg39895","10/28/2024 16:15:05","PVU_EX_1400","itg39895","10/28/2024 16:15:05","PVU_EX_1400","（株）メディセオ","（株）メディセオ","（株）メディセオ","ＭＣ","ﾒﾃﾞｲｾｵ","ﾒﾃﾞｲｾｵ","135-0031","13108","東京都江東区佐賀２丁目","0000-00-0000","","1","3","","","","","","","20241101","28026"
"23047","11/01/2024 00:00:00","09/11/2025 00:00:00","0","itg39895","10/28/2024 16:19:42","PVU_EX_1400","itg39895","10/28/2024 16:19:42","PVU_EX_1400","（株）スズケン","スズケングループ","スズケンＧ","スズケン","KK ｽｽﾞｹﾝ","ｽｽﾞｹﾝ","461-0015","23102","愛知県名古屋市東区東片端町１　ビジネスサポート仕入課","052-950-6304","","1","3","","","","","","","20241101","23049"
"03005","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:00:54","PVU_EX_1400","itg04283","04/16/2025 14:00:54","PVU_EX_1400","（株）スズケン岩手","（株）スズケン岩手","スズケン岩手","ＳＺ岩手","KKｽｽﾞｹﾝ ｲﾜﾃ","SZｲﾜﾃ","020-0125","03201","岩手県盛岡市上堂４丁目５－１","019-641-3311","019-641-1230","1","3","","5","256","031","19000101","","19000101","23049"
"03027","04/16/2025 00:00:00","03/31/2026 00:00:00","0","itg04283","04/16/2025 14:02:02","PVU_EX_1400","itg04283","04/16/2025 14:02:02","PVU_EX_1400","東北アルフレッサ（株）岩手","東北アルフレッサ（株）岩手","東北アルフレッサ岩手","東北Ａ岩手","ﾄｳﾎｸｱﾙﾌﾚﾂｻ ｲﾜﾃ","ﾄｳﾎｸAｲﾜﾃ","020-0846","03201","岩手県盛岡市流通センター北１丁目４－７","0000-00-0000","","1","3","","5","302","040","20081001","","20080918","13149"
"04046","04/16/2025 00:00:00","03/31/2026 00:00:00","0","itg04283","04/16/2025 14:06:17","PVU_EX_1400","itg04283","04/16/2025 14:06:17","PVU_EX_1400","東北アルフレッサ（株）宮城","東北アルフレッサ（株）宮城","東北アルフレッサ宮城","東北Ａ宮城","ﾄｳﾎｸｱﾙﾌﾚﾂｻ ﾐﾔｷﾞ","ﾄｳﾎｸAﾐﾔｷﾞ","983-0828","04102","宮城県仙台市宮城野区岩切分台２丁目１１－２","0000-00-0000","","1","3","","5","303","020","20081001","","20080918","13149"
"05013","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:07:20","PVU_EX_1400","itg04283","04/16/2025 14:07:20","PVU_EX_1400","（株）スズケン秋田営業部","（株）スズケン秋田営業部","スズケン秋田営業部","Ｓ・秋田","KKｽｽﾞｹﾝｱｷﾀｴｲｷﾞﾖｳﾌﾞ","SZｱｷﾀ","010-0954","05201","秋田県秋田市山王沼田町６－５","018-867-8815","018-863-3212","1","3","","5","253","015","20040713","","20040712","23049"
"27004","04/16/2025 00:00:00","03/31/2026 00:00:00","0","itg04283","04/16/2025 14:35:19","PVU_EX_1400","itg04283","04/16/2025 14:35:19","PVU_EX_1400","アルフレッサ（株）大阪","アルフレッサ（株）大阪","アルフレッサ大阪","ＡＦ大阪","ｱﾙﾌﾚﾂｻ ｵｵｻｶ","AF ｵｵｻｶ","540-0033","27128","大阪府大阪市中央区石町２丁目２－９","0000-00-0000","","1","3","","5","361","001","19000101","","19000101","13149"
"28023","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:36:40","PVU_EX_1400","itg04283","04/16/2025 14:36:40","PVU_EX_1400","（株）ケーエスケー兵庫","（株）ケーエスケー兵庫","ケーエスケー兵庫","ＫＳＫ兵庫","ｹ-ｴｽｹ- ﾋﾖｳｺﾞ","ｹ-ｴｽｹ- ﾋﾖｳ","657-0845","28102","兵庫県神戸市灘区岩屋中町２丁目２－１","0000-00-0000","","1","3","","5","382","011","19991001","","19990908","27042"
"34012","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:38:55","PVU_EX_1400","itg04283","04/16/2025 14:38:55","PVU_EX_1400","（株）エバルス","（株）エバルス","エバルス","エバルス","KK ｴﾊﾞﾙｽ","KKｴﾊﾞﾙｽ","730-0022","34101","広島県広島市中区銀山町３－１　ひろしまハイビル２１　８Ｆ","082-544-8301","082-544-8350","1","3","","5","017","028","19000101","","19000101","28026"
"40001","04/16/2025 00:00:00","03/31/2026 00:00:00","0","itg04283","04/16/2025 14:39:56","PVU_EX_1400","itg04283","04/16/2025 14:39:56","PVU_EX_1400","（株）アトル福岡営業部","（株）アトル福岡営業部","アトル福岡営業部","アトル福岡","KK ｱﾄﾙ ﾌｸｵｶ","ｱﾄﾙﾌｸｵｶ","812-0897","40132","福岡県福岡市博多区半道橋２丁目２　－５１","092-451-8772","092-451-8839","1","3","","1","030","151","19000101","","19000101","28026"
"40004","04/16/2025 00:00:00","09/30/2025 00:00:00","0","itg04283","04/16/2025 14:41:16","PVU_EX_1400","itg04283","04/16/2025 14:41:16","PVU_EX_1400","（株）翔薬","（株）翔薬","（株）翔薬","翔薬","KK ｼﾖｳﾔｸ","ｼﾖｳﾔｸ","812-0015","40132","福岡県福岡市博多区山王２丁目３－５","092-471-2200","","1","3","","1","010","152","19000101","","19000101","40004"
"40014","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:41:52","PVU_EX_1400","itg04283","04/16/2025 14:41:52","PVU_EX_1400","（株）翔薬筑後営業部","（株）翔薬筑後営業部","翔薬筑後営業部","翔薬筑後","KKｼﾖｳﾔｸﾁｸｺﾞ","ｼﾖｳﾔｸﾁｸｺﾞ","830-0047","40203","福岡県久留米市津福本町４７０－１","0942-32-6285","0942-39-3462","1","3","","1","215","152","19000101","","19000101","40004"
"41001","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:43:10","PVU_EX_1400","itg04283","04/16/2025 14:43:10","PVU_EX_1400","（株）アステム佐賀筑後営業部","（株）アステム佐賀筑後営","アステム佐賀筑後営","ＡＳ佐筑","KK ｱｽﾃﾑ ｻｶﾞﾁｸｺﾞ","ASｻｶﾞﾁｸｺﾞ","845-0031","41208","佐賀県小城市三日月町堀江１７４１","0952-72-8000","0952-72-1843","1","3","","1","320","150","19000101","","19000101","44001"
"42004","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:46:14","PVU_EX_1400","itg04283","04/16/2025 14:46:14","PVU_EX_1400","（株）翔薬長崎営業部","（株）翔薬長崎営業部","翔薬長崎営業部","翔薬長崎","KK ｼﾖｳﾔｸ ﾅｶﾞｻｷ","ｼﾖｳﾔｸﾅｶﾞｻｷ","850-0823","42201","長崎県長崎市弥生町８－１８","0958-23-2121","","1","3","","1","410","152","19000101","","19000101","40004"
"42009","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:46:36","PVU_EX_1400","itg04283","04/16/2025 14:46:36","PVU_EX_1400","藤村薬品（株）","藤村薬品（株）","藤村薬品（株）","藤村薬品","ﾌｼﾞﾑﾗ ﾔｸﾋﾝ KK","ﾌｼﾞﾑﾗ ﾔｸﾋﾝ","851-0134","42201","長崎県長崎市田中町２０２２","0958-37-8331","","1","3","","1","430","047","19000101","","19000101","44001"
"13014","09/12/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/12/2025 10:24:57","PVU_EX_1400","itg45886","09/12/2025 10:30:08","PVU_EX_1400","東邦薬品グループ","東邦薬品グループ","東邦薬品Ｇ","東邦Ｇ","ﾄｳﾎｳ ﾔｸﾋﾝ G","ﾄｳﾎｳ G","155-0032","13112","東京都世田谷区代沢４丁目４３－１１","0000-00-0000","","1","1","","","","","","","20241028","13013"
"41005","09/12/2025 00:00:00","12/31/9999 00:00:00","0","itg45886","09/12/2025 10:29:10","PVU_EX_1400","itg45886","09/12/2025 10:29:10","PVU_EX_1400","フォレストグループ","フォレストグループ","フォレストＧ","フォレスト","ﾌｫﾚｽﾄ G","ﾌｫﾚｽﾄ G","841-0005","41203","佐賀県鳥栖市弥生が丘７丁目２９","0942-87-7311","0942-87-7313","1","1","","","","","","","20241101","44001"
"43066","09/12/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:26:04","PVU_EX_1400","itg46273","09/12/2025 11:26:04","PVU_EX_1400","（株）新生堂","（株）新生堂","新生堂","新生堂","KK ｼﾝｾｲﾄﾞｳ","ｼﾝｾｲﾄﾞｳ","861-4101","43104","熊本県熊本市南区近見７丁目２－３０","0000-00-0000","","1","3","","","","","","","20250912","43006"
"44001","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:47:51","PVU_EX_1400","itg46273","09/12/2025 11:47:51","PVU_EX_1400","（株）アステム大分営業部","（株）アステム大分営業部","アステム大分営業部","ＡＳ大分","KK ｱｽﾃﾑ ｵｵｲﾀｴｲｷﾞﾖｳﾌﾞ","ｱｽﾃﾑ ｵｵｲﾀ","841-0005","41203","佐賀県鳥栖市弥生が丘７丁目２９","0942-87-7311","0942-87-7313","1","1","","1","710","150","19000101","","19000101","44001"
"04042","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/12/2025 11:50:06","PVU_EX_1400","itg46273","09/12/2025 11:50:06","PVU_EX_1400","（株）バイタルネット本社","（株）バイタルネット本社","バイタルネット本社","ＶＮ本社","ﾊﾞｲﾀﾙﾈﾂﾄﾎﾝｼﾔ","VNﾎﾝｼﾔ","981-1223","04207","宮城県名取市下余田鹿島１０","022-384-4554","022-384-1123","1","3","","","551","001","20010101","","20001218","04041"
"43006","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 13:35:59","PVU_EX_1400","itg46273","09/16/2025 13:35:59","PVU_EX_1400","（株）新生堂","（株）新生堂","新生堂","新生堂","KK ｼﾝｾｲﾄﾞｳ","ｼﾝｾｲﾄﾞｳ","861-4101","43104","熊本県熊本市南区近見７丁目２－３０","0000-00-0000","","1","3","","1","630","142","19000101","","19000101","43006"
"04048","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 13:49:22","PVU_EX_1400","itg46273","09/16/2025 13:49:22","PVU_EX_1400","（株）メディセオ南東北統括営業部","メディセオ南東北統括営業部","メディセオ南東北統括","ＭＣ南東北","ﾒﾃﾞｲｾｵ ﾐﾅﾐﾄｳﾎｸﾄｳｶﾂ","MCﾐﾅﾐﾄｳｶﾂ","983-0034","04102","宮城県仙台市宮城野区扇町３丁目","0000-00-0000","","1","3","","1","351","","20091001","20190415","20090917","28026"
"05017","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 13:53:11","PVU_EX_1400","itg46273","09/16/2025 13:53:11","PVU_EX_1400","（株）メディセオ北東北統括営業部","メディセオ北東北統括営業部","メディセオ北東北統括","ＭＣ北東北","ﾒﾃﾞｲｾｵ ｷﾀﾄｳﾎｸﾄｳｶﾂ","MCｷﾀﾄｳｶﾂ","010-0061","05201","秋田県秋田市卸町４丁目","0000-00-0000","","1","3","","1","352","039","20091001","20190415","20090917","28026"
"01003","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:04:48","PVU_EX_1400","itg39895","09/16/2025 14:04:48","PVU_EX_1400","東邦薬品（株）北海道営業部","東邦薬品（株）北海道営業部","東邦薬品北海道営業部","東邦北海道","ﾄｳﾎｳﾔｸﾋﾝKK ﾎﾂｶｲﾄﾞｳ","ﾄｳﾎｳ ﾎﾂｶｲ","060-0005","01101","北海道札幌市中央区北５条西１５丁目","0000-00-0000","","1","1","","1","005","","19000101","","19000101","13013"
"12008","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:12:47","PVU_EX_1400","itg39895","09/16/2025 14:12:47","PVU_EX_1400","東邦薬品（株）千葉営業部","東邦薬品（株）千葉営業部","東邦薬品千葉営業部","東邦千葉","ﾄｳﾎｳ ﾔｸﾋﾝ KK ﾁﾊﾞ","ﾄｳﾎｳ ﾁﾊﾞ","263-0011","12103","千葉県千葉市稲毛区天台町　５－２１　－１５","043-254-2020","","1","1","","1","211","","19000101","","19000101","13013"
